species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,iucn_category,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld
Macrourus berglax,Macrouridae,2517500,habitat_deep,benthopelagic,110,NA,11489.68524,0.087752099,3.837250514,Actinopteri,NA,0.029410133,0.029410133,220.625,0.004257833,0.25,NA,0.066885689,49.067034,NA
Macrourus carinatus,Macrouridae,1895000,habitat_deep,bathydemersal,100,NA,51584.77013,0.130908793,3.734519971,Actinopteri,NA,0.025016,0.025016,8.5,0.0034,0.233633077,NA,0.070039016,49.37482461,NA
Macrourus whitsoni,Macrouridae,31287500,habitat_deep,bathypelagic,84,NA,787.8156811,0.130908793,3.519719745,Actinopteri,NA,8.5,8.5,91382,0.027348309,23.22898081,NA,2.729630392,45.84871078,NA
Makaira nigricans,Istiophoridae,191340000,hms,pelagic-oceanic,500,blue marlin,135732.0485,0.267854308,4.49,Actinopteri,VU,28773,28773,537466.5429,39.83,119173.5,28773,4226.441077,35.37365082,NA
Malacanthus plumieri,Malacanthidae,2252500,habitat_benthic,reef-associated,70,NA,4.481635119,0.401639123,3.71,Actinopteri,LC,0.060991803,0.060991803,3.790022135,0.02094379,0.364,NA,0.050159957,44.75129004,NA
Mallotus villosus,Osmeridae,13647500,migratory,pelagic-oceanic,20,NA,7400552.68,0.138113299,3.15,Actinopteri,NA,0.04451615,0.04451615,119173.5,8.13E-06,39.83,NA,0.339317344,106.2172937,150
Megalaspis cordyla,Carangidae,10982500,pelagic,reef-associated,80,NA,323579.9364,0.855472818,3.930641917,Actinopteri,LC,0.190553387,0.190553387,77.88114116,0.004257833,8.5,NA,0.205256812,32.99592378,NA
Megalops atlanticus,Megalopidae,3672500,migratory,reef-associated,250,atlantic tarpon,27873.80277,0.14988181,4.5,Actinopteri,VU,0.524649642,0.524649642,28773,0.022602017,7.78,0.75925,0.313192697,49.21378426,NA
Megalops cyprinoides,Megalopidae,11922500,habitat_coastal,benthopelagic,150,NA,12359.30533,0.219631114,3.48,Actinopteri,DD,0.027348309,0.027348309,77.88114116,0.003804817,8.5,NA,0.312991315,38.92015028,NA
Melanogrammus aeglefinus,Gadidae,2797500,migratory,demersal,112,NA,589371.633,0.301691966,4.03,Actinopteri,VU,0.04451615,0.04451615,39.83,0.021204,0.631142013,NA,0.071000962,85.65338812,141
Mene maculata,Menidae,6955000,habitat_reef,reef-associated,30,NA,161394.3581,0.681372715,3.501041464,Actinopteri,NA,0.0013065,0.0013065,42.10249306,8.13E-06,0.3026,NA,0.011040326,33.25884279,NA
Menidia menidia,Atherinopsidae,912500,habitat_coastal,pelagic-neritic,15,NA,1323.357543,0.883068984,3.19,Actinopteri,LC,0.020686774,0.020686774,1.207703124,8.13E-06,0.32,NA,0.010364537,37.2979696,35
Menticirrhus littoralis,Sciaenidae,2402500,habitat_coastal,demersal,48.29999924,NA,7736.086232,0.552421971,3.92,Actinopteri,LC,0.222006046,0.222006046,10.48565514,0.0346521,0.419377278,NA,0.067397604,27.56704792,NA
Menticirrhus saxatilis,Sciaenidae,1627500,habitat_coastal,demersal,46,NA,390.503342,0.497880502,3.56,Actinopteri,LC,0.32,0.32,0.77,0.049784973,0.419377278,NA,0.059252168,28.16529082,NA
Merlangius merlangus,Gadidae,2155000,migratory,benthopelagic,91.5,NA,283963.7216,0.396282595,4.36,Actinopteri,LC,0.048,0.048,25.84512199,0.015758747,0.25,NA,0.07895201,30.74615028,NA
Merluccius albidus,Merlucciidae,1745000,pelagic,bathydemersal,40.59999847,NA,93.99764124,0.365328316,3.43,Actinopteri,LC,0.218337659,0.218337659,69.37218463,0.029410133,0.419377278,NA,0.056058997,35.71869356,NA
Merluccius australis,Merlucciidae,1232500,migratory,benthopelagic,155,NA,458081.8423,0.056425285,4.434955491,Actinopteri,NA,0.048,0.048,91382,0.014020895,5.695840588,NA,0.183540499,56.26501974,NA
Merluccius bilinearis,Merlucciidae,925000,migratory,demersal,76,NA,492540.1862,0.154190389,4.49,Actinopteri,NT,0.048,0.048,126.7550727,0.017030769,0.390708752,NA,0.072367479,39.3400835,NA
Merluccius capensis,Merlucciidae,535000,migratory,bathydemersal,140,NA,5521057.483,0.137980456,3.902624496,Actinopteri,LC,0.040637322,0.040637322,69.37218463,0.0034,1.687361105,NA,0.171831982,69.73397761,NA
Merluccius hubbsi,Merlucciidae,1412500,migratory,benthopelagic,95,NA,4226135.199,0.227029036,4.229494405,Actinopteri,NA,0.04451615,0.04451615,4.17,0.014020895,0.145837,NA,0.065453045,45.42632497,NA
Merluccius merluccius,Merlucciidae,2487500,habitat_deep,demersal,140,NA,185465.2204,0.310269594,4.42,Actinopteri,LC,0.048,0.048,359.0771463,0.014020895,7.78,NA,0.189661969,34.48362057,NA
Merluccius polli,Merlucciidae,630000,habitat_deep,bathydemersal,80,NA,13025.87948,0.234269326,4.481651192,Actinopteri,LC,0.04451615,0.04451615,9.398965353,0.014020895,0.25,NA,0.069414081,32.92391413,NA
Merluccius productus,Merlucciidae,960000,migratory,pelagic-neritic,91,NA,7061680.778,0.12010337,4.35,Actinopteri,LC,0.04451615,0.04451615,42.10249306,0.014020895,0.25,NA,0.0622539,90.33298378,88
Merluccius senegalensis,Merlucciidae,47500,migratory,demersal,81,NA,301939.4071,0.196314064,4.481651192,Actinopteri,EN,0.003297,0.003297,17.69213122,6.45E-06,0.145837,NA,0.011692714,29.48063558,NA
Meuschenia scaber,Monacanthidae,1115000,habitat_coastal,demersal,31,NA,1370.926443,1.031915321,3.11,Actinopteri,LC,0.020686774,0.020686774,1.207703124,8.13E-06,0.32,NA,0.010421266,37.05345758,NA
Microgadus tomcod,Gadidae,632500,habitat_coastal,demersal,38.09999847,NA,1410.13149,0.46107757,3.837250514,Actinopteri,LC,0.3026,0.3026,4.17,0.025016,0.419377278,NA,0.046911031,28.13631943,NA
Micromesistius australis,Gadidae,1522500,migratory,benthopelagic,90,NA,1601295.203,0.138834909,3.398310921,Actinopteri,NA,0.04451615,0.04451615,69.37218463,0.025016,0.524649642,NA,0.068371061,59.17493886,NA
Micromesistius poutassou,Gadidae,11370000,migratory,bathypelagic,55.5,NA,2238132.139,0.264956898,4.13,Actinopteri,NA,0.04451615,0.04451615,39.83,0.007726488,5.953570357,NA,0.128679801,36.73270658,7.75
Micropogonias furnieri,Sciaenidae,2195000,habitat_coastal,demersal,60,NA,227203.5195,0.541310594,3.09,Actinopteri,LC,0.222006046,0.222006046,5.523838677,0.025016,0.77,NA,0.074223515,36.18331935,NA
Micropogonias undulatus,Sciaenidae,2317500,habitat_coastal,demersal,55,NA,44582.67097,0.873782776,4.014694179,Actinopteri,LC,0.025016,0.025016,69.37218463,0.003804817,0.469069439,NA,0.084485641,37.65907527,NA
Microstomus kitt,Pleuronectidae,1532500,habitat_benthic,demersal,65,NA,286647.3621,0.12105525,3.276902098,Actinopteri,NA,0.04451615,0.04451615,8.5,0.017712,0.469069439,NA,0.057167102,63.98545434,NA
Microstomus pacificus,Pleuronectidae,1172500,habitat_benthic,demersal,76,NA,565172.0037,0.089528983,3.22,Actinopteri,NA,0.040637322,0.040637322,8.5,0.017712,0.364,NA,0.049645653,66.9880345,NA
Miichthys miiuy,Sciaenidae,870000,habitat_coastal,demersal,70,NA,254347.1254,0.562138124,3.547737166,Actinopteri,NA,0.145837,0.145837,5.523838677,0.025016,0.419377278,NA,0.07770412,35.67409912,NA
Molva dypterygia,Lotidae,2642500,habitat_benthic,demersal,155,NA,190950.5942,0.12236097,4.49,Actinopteri,NA,0.04451615,0.04451615,28773,0.003297,0.764606108,NA,0.165784608,54.109158,NA
Molva molva,Lotidae,1615000,habitat_benthic,demersal,200,NA,1109512.435,0.111647026,4.4,Actinopteri,NA,0.040637322,0.040637322,126.7550727,0.0017922,0.75925,NA,0.167673313,57.46982067,NA
Monotaxis grandoculis,Lethrinidae,11135000,habitat_reef,reef-associated,60,NA,113.7729425,0.551484374,3.37,Actinopteri,LC,0.060991803,0.060991803,23.36565604,0.020686774,0.568260947,NA,0.125381637,30.82227147,33.3
Mora moro,Moridae,56435000,deep,bathypelagic,80,NA,10677.45905,0.146467431,3.781215672,Actinopteri,LC,5.55,5.55,91382,0.025016,23.22898081,NA,2.422524587,53.38755738,NA
Morone saxatilis,Moronidae,565000,habitat_coastal,demersal,200,striped bass,27392.2621,0.255328822,4.65,Actinopteri,LC,0.75925,0.75925,69.37218463,0.022602017,7.78,7.78,0.33395968,41.47444718,33
Mugil cephalus,Mugilidae,15862500,habitat_coastal,benthopelagic,100,NA,609274.372,0.277257899,2.595144859,Actinopteri,LC,8.5,8.5,138546.9177,0.027348309,39.83,NA,2.827483984,53.81228278,NA
Mugil curema,Mugilidae,5337500,habitat_coastal,reef-associated,91,NA,5777.702193,0.519755415,2.01,Actinopteri,LC,0.027348309,0.027348309,5.523838677,0.020686774,0.3026,NA,0.073323335,36.11530305,NA
Mugil liza,Mugilidae,2622500,migratory,demersal,80,NA,12098.99119,0.477722143,2.146866126,Actinopteri,DD,0.190553387,0.190553387,69.37218463,0.025016,0.631142013,NA,0.079041174,35.17740677,NA
Mulloidichthys flavolineatus,Mullidae,11047500,habitat_reef,reef-associated,43,white goatfish,351.503561,0.798341841,3.84,Actinopteri,LC,0.060991803,0.060991803,42.10249306,0.0013065,0.419377278,0.0054,0.144321781,43.07198643,60.1
Mullus argentinae,Mullidae,310000,habitat_benthic,demersal,30,NA,600.969623,0.776864557,3.501041464,Actinopteri,NA,8.13E-06,8.13E-06,0.419377278,6.45E-06,0.003297,NA,0.001774567,46.10149566,NA
Mullus barbatus,Mullidae,727500,habitat_benthic,demersal,38.20000076,NA,3400.603392,0.68,3.14,Actinopteri,NA,0.222006046,0.222006046,0.77,0.021204,0.419377278,NA,0.044009979,43.89714241,NA
Mullus surmuletus,Mullidae,2882500,habitat_benthic,demersal,40,NA,17341.66403,0.656087269,3.45,Actinopteri,LC,0.3026,0.3026,220.625,0.021891852,0.419377278,NA,0.048731721,42.84954298,30.1
Muraenesox cinereus,Muraenesocidae,6977500,sedentary,demersal,220,NA,4874752.99,0.409229387,4.369581509,Actinopteri,NA,0.419377278,0.419377278,220.625,0.022602017,13.4432686,NA,0.209496848,49.24933984,NA
Mycteroperca microlepis,Serranidae,1780000,habitat_reef,reef-associated,145,gag,14127.2321,0.176804061,3.65,Actinopteri,VU,0.020686774,0.020686774,220.625,0.0034,0.105494253,0.0034,0.159989226,39.73844218,43
Mycteroperca phenax,Serranidae,1627500,habitat_reef,reef-associated,107,NA,154.0661309,0.21559573,4.47,Actinopteri,DD,0.029410133,0.029410133,24.51591858,0.0034,0.083667054,NA,0.062277721,33.5637568,NA
Naso unicornis,Acanthuridae,11817500,habitat_reef,reef-associated,70,bluespine unicornfish,2152.086384,0.337334043,2.30563151,Actinopteri,LC,0.027348309,0.027348309,39.83,0.025016,0.275045451,0.027348309,0.133070221,54.18047184,73.9
Naucrates ductor,Carangidae,23690000,pelagic,reef-associated,70,NA,67.96813996,1.064734154,3.463684903,Actinopteri,LC,5.55,5.55,91382,0.027348309,24.63249455,NA,3.25525027,32.49417099,NA
Nematalosa nasus,Clupeidae,3562500,habitat_coastal,pelagic-neritic,25.5,NA,1490.27369,1.124180083,2.342988071,Actinopteri,LC,0.020686774,0.020686774,4.477796392,8.13E-06,0.218337659,NA,0.010738147,42.2416669,NA
Nemipterus japonicus,Nemipteridae,7565000,habitat_benthic,demersal,34,NA,31278.90158,1.261848147,4.126763862,Actinopteri,NA,6.04E-04,6.04E-04,4.17,8.13E-06,0.021204,NA,0.008959973,60.80191858,NA
Nemipterus virgatus,Nemipteridae,5732500,habitat_benthic,demersal,35,NA,22906.75869,0.957144758,4.005355039,Actinopteri,VU,0.017712,0.017712,4.17,3.60E-04,0.32,NA,0.029162184,50.12843893,NA
Normanichthys crockeri,Normanichthyidae,267500,habitat_coastal,demersal,11,NA,260047.4754,0.459478193,2.847301646,Actinopteri,NA,8.13E-06,8.13E-06,3.75,6.45E-06,0.025016,NA,0.002154486,38.20124219,NA
Ocyurus chrysurus,Lutjanidae,2962500,habitat_reef,reef-associated,86.30000305,yellowtail snapper,106024.5437,0.47392585,4.03,Actinopteri,DD,0.3026,0.3026,4.290933142,0.022602017,4.17,4.17,0.078803513,31.80770615,30.9
Oncorhynchus gorbuscha,Salmonidae,3357500,migratory,demersal,76,NA,5986072.754,0.491520221,4.49,Actinopteri,NA,0.048,0.048,77.88114116,0.019379506,0.75925,NA,0.080210989,40.92840121,NA
Oncorhynchus keta,Salmonidae,2395000,migratory,benthopelagic,100,NA,1232214.468,0.332235885,3.74,Actinopteri,NA,0.04451615,0.04451615,69.37218463,0.021891852,0.524649642,NA,0.072923746,60.55857144,NA
Oncorhynchus kisutch,Salmonidae,2657500,migratory,pelagic,107.9499969,NA,180864.232,0.52822829,4.182798704,Actinopteri,NA,0.04451615,0.04451615,69.37218463,0.017712,0.524649642,NA,0.083346401,35.21816654,NA
Oncorhynchus masou,Salmonidae,1050000,migratory,benthopelagic,79,NA,11650.48361,0.488,3.641128568,Actinopteri,NA,0.048,0.048,69.37218463,0.020686774,0.419377278,NA,0.073830826,29.12949444,NA
Oncorhynchus nerka,Salmonidae,1905000,migratory,pelagic-oceanic,84,NA,1750038.608,0.343342144,3.54,Actinopteri,LC,0.190553387,0.190553387,69.37218463,0.029410133,0.75925,NA,0.070056531,50.14816212,NA
Oncorhynchus tshawytscha,Salmonidae,2962500,migratory,benthopelagic,150,NA,78870.36652,0.491520221,4.4,Actinopteri,NA,0.32,0.32,220.625,0.021204,24.63249455,NA,0.213268639,33.71337676,NA
Ophiodon elongatus,Hexagrammidae,722500,migratory,demersal,152,lingcod,37899.04791,0.142917331,4.53,Actinopteri,NA,0.025016,0.025016,126.7550727,0.0017922,0.75925,0.0017922,0.217176984,44.06271512,NA
Opisthonema libertate,Clupeidae,520000,habitat_coastal,pelagic-neritic,30,NA,579556.2461,0.701094271,2.978049609,Actinopteri,LC,0.020686774,0.020686774,9.682782451,8.13E-06,0.218337659,NA,0.009638501,44.34066233,NA
Opisthonema oglinum,Clupeidae,2765000,habitat_coastal,reef-associated,38,NA,38353.45049,1.026959074,4.5,Actinopteri,LC,0.021204,0.021204,220.625,0.0013065,0.419377278,NA,0.07073682,37.04247057,NA
Orcynopsis unicolor,Scombridae,2472500,hms,pelagic-neritic,130,NA,3446.15792,0.596518223,4.481651192,Actinopteri,LC,0.048,0.048,220.625,0.004257833,7.78,NA,0.08752966,24.00178033,NA
Osmerus eperlanus,Osmeridae,1180000,habitat_coastal,pelagic-neritic,45,NA,203386.2059,0.094547828,3.51038064,Actinopteri,LC,0.218337659,0.218337659,4.477796392,0.025016,0.364,NA,0.065058884,49.01246602,NA
Osmerus mordax,Osmeridae,6640000,habitat_coastal,pelagic-oceanic,35.59999847,NA,48591.9841,0.087755132,3,Actinopteri,NA,0.222006046,0.222006046,9.919689167,0.025016,0.469069439,NA,0.04984622,55.81181939,NA
Otolithes ruber,Sciaenidae,8637500,habitat_coastal,benthopelagic,90,NA,75651.61394,0.865438668,3.6,Actinopteri,NA,0.190553387,0.190553387,69.37218463,0.014020895,0.419377278,NA,0.094707947,40.45348827,NA
Pagellus acarne,Sparidae,2185000,habitat_reef,benthopelagic,36,NA,12714.68568,0.478222754,3.81,Actinopteri,LC,0.222006046,0.222006046,0.902079429,0.060991803,0.390708752,NA,0.046940315,28.37731053,NA
Pagellus bellottii,Sparidae,717500,habitat_reef,demersal,42,NA,22277.50752,0.677967137,3.641128568,Actinopteri,LC,0.222006046,0.222006046,69.37218463,0.021204,0.419377278,NA,0.073427895,31.48790692,NA
Pagellus bogaraveo,Sparidae,2387500,habitat_reef,benthopelagic,70,NA,14240.12473,0.317996793,4.21,Actinopteri,NT,0.048,0.048,220.625,0.025016,0.275045451,NA,0.065141725,36.75082099,NA
Pagellus erythrinus,Sparidae,2127500,habitat_reef,benthopelagic,60,NA,19205.76908,0.467310419,3.48,Actinopteri,LC,0.222006046,0.222006046,4.980503952,0.023778395,0.419377278,NA,0.06974798,28.18406741,NA
Pagrus auratus,Sparidae,1832500,habitat_reef,reef-associated,130,silver seabream,308915.0836,0.212995064,3.59,Actinopteri,NA,0.029410133,0.029410133,69.37218463,0.014020895,0.04451615,0.040637322,0.075591735,35.63772344,NA
Pagrus major,Sparidae,1235000,habitat_reef,demersal,100,NA,27715.41741,0.388831741,4.46,Actinopteri,LC,0.022602017,0.022602017,8.679299057,0.004257833,0.145837,NA,0.077751201,38.11122102,47
Pagrus pagrus,Sparidae,5512500,habitat_reef,benthopelagic,91,red porgy,69501.76973,0.393674465,3.86,Actinopteri,LC,0.3026,0.3026,4.477796392,0.046225266,0.364,0.3026,0.078609492,37.65994697,38
Pampus argenteus,Stromateidae,7610000,habitat_coastal,benthopelagic,60,NA,220639.9265,0.666219294,3.3,Actinopteri,NA,0.3026,0.3026,69.37218463,0.022602017,0.77,NA,0.088193295,34.60759369,NA
Paralabrax humeralis,Serranidae,862500,habitat_benthic,benthopelagic,54.5,NA,36474.70373,0.274989376,4.12,Actinopteri,DD,0.04451615,0.04451615,4.17,0.003348104,0.364,NA,0.05074578,55.5913753,NA
Paralichthys californicus,Paralichthyidae,375000,habitat_benthic,demersal,152,NA,215.8677611,0.686346119,4.481651192,Actinopteri,LC,0.021204,0.021204,220.625,0.0013065,0.75925,NA,0.05948744,43.34156001,NA
Paralichthys dentatus,Paralichthyidae,360000,habitat_benthic,demersal,94,NA,19381.1419,1.335834603,4.49,Actinopteri,LC,0.0034,0.0034,220.625,0.00123027,0.046225266,NA,0.031346557,67.46486722,102.77
Paralichthys olivaceus,Paralichthyidae,1642500,habitat_benthic,demersal,103,bastard halibut,5662.614177,0.873733883,4.46,Actinopteri,NA,0.021204,0.021204,220.625,0.003348104,0.341291664,1.49E-05,0.067023984,48.44559799,NA
Paralonchurus peruanus,Sciaenidae,150000,habitat_coastal,demersal,51,NA,21622.18548,0.624615121,2.17,Actinopteri,LC,0.003297,0.003297,69.37218463,6.45E-06,0.222006046,NA,0.010208474,36.80690002,NA
Parapercis colias,Pinguipedidae,465000,habitat_coastal,demersal,45,NA,11421.44512,0.447064618,3.89,Actinopteri,LC,0.222006046,0.222006046,4.17,0.020686774,0.419377278,NA,0.059997225,29.0478274,NA
Parastromateus niger,Carangidae,11080000,habitat_coastal,reef-associated,75,NA,170627.184,1.069770735,3.015406233,Actinopteri,LC,0.3026,0.3026,220.625,0.019379506,8.5,NA,0.191905659,39.0352929,NA
Paristiopterus labiosus,Pentacerotidae,827500,habitat_benthic,demersal,100,NA,55.24076796,0.566320874,3.33,Actinopteri,NA,0.025016,0.025016,10.48565514,0.003348104,0.094312574,NA,0.052568042,43.19223162,NA
Parona signata,Carangidae,365000,habitat_coastal,demersal,60,NA,3739.276221,0.934625792,3.454345763,Actinopteri,NA,0.025016,0.025016,69.37218463,0.003297,0.32,NA,0.030718777,34.59262704,NA
Parophrys vetulus,Pleuronectidae,1230000,migratory,demersal,49,english sole,21879.97938,0.313793044,3.445006623,Actinopteri,NA,0.218337659,0.218337659,42.10249306,0.026156171,0.419377278,0.020976177,0.072232351,46.12622026,NA
Patagonotothen ramsayi,Nototheniidae,1027500,deep,benthopelagic,44,NA,443616.7456,0.471420356,3.538398025,Actinopteri,NA,0.222006046,0.222006046,4.17,0.040637322,0.419377278,NA,0.047684294,49.3676468,NA
Pegusa lascaris,Soleidae,2572500,habitat_benthic,demersal,40,NA,4141.827964,0.191168732,3.29,Actinopteri,LC,0.190553387,0.190553387,39.83,0.025016,0.419377278,NA,0.036517431,51.42109196,NA
Pelates quadrilineatus,Terapontidae,10432500,habitat_coastal,reef-associated,30,NA,25.39081752,0.814152596,3.59,Actinopteri,NA,2.14E-04,2.14E-04,9.454267207,8.13E-06,0.218337659,NA,0.011331286,35.94956594,NA
Pennahia argentata,Sciaenidae,1032500,habitat_coastal,benthopelagic,40,NA,27970.05508,0.804667561,4.06,Actinopteri,NA,0.021204,0.021204,69.37218463,0.0013065,0.419377278,NA,0.060613362,36.57868358,NA
Pentaceros richardsoni,Pentacerotidae,3077500,habitat_benthic,pelagic-oceanic,56,NA,854.3380003,0.392870269,3.547737166,Actinopteri,NA,0.218337659,0.218337659,4.17,0.02094379,0.568260947,NA,0.048064584,44.34189975,NA
Pentanemus quinquarius,Polynemidae,650000,habitat_coastal,demersal,35,NA,16110.92931,0.687012387,3.603772007,Actinopteri,VU,0.040637322,0.040637322,69.37218463,0.002075459,0.364,NA,0.034509107,29.69354629,NA
Peprilus paru,Stromateidae,2995000,habitat_coastal,benthopelagic,30,NA,1395.855099,0.911406922,4.5,Actinopteri,LC,0.0013065,0.0013065,77.88114116,8.13E-06,0.054107361,NA,0.012372622,36.2263518,NA
Peprilus triacanthus,Stromateidae,1105000,pelagic,benthopelagic,30,NA,108500.4293,0.700336418,3.91,Actinopteri,NA,0.020686774,0.020686774,69.37218463,8.13E-06,0.311178405,NA,0.011394683,33.04389876,NA
Percophis brasiliensis,Percophidae,1072500,habitat_coastal,demersal,53.29999924,NA,71909.87553,0.257794633,4.173459563,Actinopteri,NA,0.048,0.048,4.438338373,0.020686774,0.364,NA,0.064104432,34.27587627,NA
Petromyzon marinus,Petromyzontidae,2705000,migratory,demersal,120,NA,416.3453277,0.291680948,4.360242262,Petromyzonti,LC,0.04451615,0.04451615,69.37218463,0.004257833,0.20397299,NA,0.063857919,44.52177392,NA
Petrus rupestris,Sparidae,70000,migratory,demersal,200,NA,86.45184772,0.257114227,4.481651192,Actinopteri,EN,0.003297,0.003297,27.3197105,6.45E-06,0.048,NA,0.034093605,47.38933112,NA
Phycis blennoides,Phycidae,3255000,migratory,benthopelagic,110,NA,10835.79277,0.397379693,3.69716341,Actinopteri,NA,0.190553387,0.190553387,69.37218463,0.021204,0.469069439,NA,0.077445973,37.23935474,NA
Phycis phycis,Phycidae,1815000,habitat_benthic,benthopelagic,65,NA,9656.663803,0.512241091,4.25,Actinopteri,LC,0.021204,0.021204,4.17,0.0013065,0.235587588,NA,0.050243394,44.4459616,NA
Plagiogeneion rubiginosum,Emmelichthyidae,1440000,deep,bathydemersal,60,NA,3246.226032,0.467322973,3.454345763,Actinopteri,NA,0.060991803,0.060991803,4.17,0.020686774,0.419377278,NA,0.050425379,43.10764181,NA
Platichthys flesus,Pleuronectidae,1830000,habitat_benthic,demersal,60,NA,148911.2792,0.340148283,3.32,Actinopteri,LC,0.04451615,0.04451615,4.477796392,0.020686774,0.419377278,NA,0.053977311,57.22371195,NA
Platichthys stellatus,Pleuronectidae,3655000,habitat_benthic,demersal,91,NA,6321.604415,0.256053141,3.58,Actinopteri,LC,0.04451615,0.04451615,8.5,0.004257833,0.3026,NA,0.054040933,52.25296188,NA
Platycephalus indicus,Platycephalidae,11915000,habitat_benthic,reef-associated,100,NA,56660.6226,0.47872139,3.6,Actinopteri,DD,0.027348309,0.027348309,69.37218463,0.003297,0.492909728,NA,0.110831026,52.29877587,NA
Plectorhinchus gaterinus,Haemulidae,2390000,habitat_reef,reef-associated,50,NA,674.6529054,0.44710991,4.005355039,Actinopteri,NA,0.218337659,0.218337659,4.477796392,0.009385138,0.419377278,NA,0.060260374,26.90108517,NA
Plectorhinchus mediterraneus,Haemulidae,890000,habitat_benthic,demersal,80,NA,1699.859126,0.294570293,3.538398025,Actinopteri,DD,0.029410133,0.029410133,8.5,0.017712,0.20397299,NA,0.05105926,55.07131506,NA
Plectorhinchus pictus,Haemulidae,12412500,habitat_reef,reef-associated,83,NA,47.9135368,0.288603199,3.85,Actinopteri,NA,0.190553387,0.190553387,25.84512199,0.027348309,8.5,NA,0.118602482,39.25437499,NA
Plectorhinchus schotaf,Haemulidae,10495000,habitat_reef,reef-associated,80,NA,420.8092813,0.44710991,3.633333333,Actinopteri,NA,0.190553387,0.190553387,9.398965353,0.003348104,0.77,NA,0.079404908,28.968426,NA
Plectorhinchus sordidus,Haemulidae,1287500,habitat_reef,reef-associated,60,NA,81.92687122,0.549660927,4.005355039,Actinopteri,NA,0.029410133,0.029410133,4.17,0.0013065,0.32,NA,0.058928137,27.62234491,NA
Plectropomus areolatus,Serranidae,5310000,migratory,reef-associated,80,squaretail coralgrouper,3094.997213,0.321726946,4.481651192,Actinopteri,VU,0.048,0.048,24.51591858,0.027348309,0.3026,0.048,0.074554073,34.14482714,NA
Plectropomus leopardus,Serranidae,8795000,habitat_reef,reef-associated,120,coral trout,148319.6519,0.262136996,4.42,Actinopteri,LC,0.040637322,0.040637322,39.83,0.014020895,0.083667054,0.014020895,0.07362021,28.98231432,25.2
Plectropomus pessuliferus,Serranidae,8977500,habitat_reef,reef-associated,120,NA,1961.340225,0.321726946,4.42,Actinopteri,LC,0.029410133,0.029410133,39.83,0.014020895,0.145837,NA,0.066693357,33.36333784,NA
Pleurogrammus azonus,Hexagrammidae,667500,habitat_benthic,demersal,62,NA,3626343.234,0.159533503,3.38,Actinopteri,NA,0.040637322,0.040637322,8.5,0.007760206,0.469069439,NA,0.048664111,57.19693332,NA
Pleurogrammus monopterygius,Hexagrammidae,1715000,habitat_coastal,demersal,56.5,NA,2009760.409,0.076601039,3.38,Actinopteri,NA,0.04451615,0.04451615,8.5,0.025016,0.390708752,NA,0.058453769,57.02502444,NA
Pleuronectes platessa,Pleuronectidae,1712500,migratory,demersal,100,NA,184703.5624,0.259689843,3.17,Actinopteri,LC,0.040637322,0.040637322,69.37218463,0.017712,0.048,NA,0.080273885,46.05190037,100
Pleuronectes quadrituberculatus,Pleuronectidae,2015000,habitat_benthic,bathydemersal,87,NA,798334.9775,0.120334472,3.59,Actinopteri,NA,0.04451615,0.04451615,8.5,0.017712,0.524649642,NA,0.049331529,62.75515858,NA
Pogonias cromis,Sciaenidae,1915000,habitat_coastal,demersal,170,NA,52814.07433,0.18652475,3.38,Actinopteri,LC,0.025016,0.025016,69.37218463,0.0034,7.78,NA,0.259508658,40.84084234,NA
Pollachius pollachius,Gadidae,1365000,habitat_coastal,benthopelagic,130,pollack,77783.54454,0.437336923,4.32,Actinopteri,LC,0.040637322,0.040637322,77.88114116,0.004257833,0.469069439,0.00905641,0.074208965,33.66150827,NA
Pollachius virens,Gadidae,1737500,migratory,demersal,130,saithe,890845.9368,0.292771348,4.31,Actinopteri,NA,0.04451615,0.04451615,5.225688042,0.014020895,0.048,0.04451615,0.066395869,61.7487087,NA
Polydactylus quadrifilis,Polynemidae,507500,habitat_coastal,demersal,200,NA,167966.2074,0.564120399,4.024033319,Actinopteri,LC,0.419377278,0.419377278,220.625,0.02094379,7.78,NA,0.288315567,41.83685334,NA
Polyprion americanus,Polyprionidae,7452500,habitat_benthic,demersal,210,NA,19181.41426,0.097063333,4.145442143,Actinopteri,DD,0.025016,0.025016,77.88114116,0.0017922,0.77,NA,0.191662867,57.70200551,NA
Pomacanthus maculosus,Pomacanthidae,1652500,habitat_reef,reef-associated,50,NA,1194.620401,0.204546984,2.772588524,Actinopteri,LC,0.048,0.048,4.069771569,0.025016,0.341291664,NA,0.059859483,40.5262483,NA
Pomadasys argenteus,Haemulidae,10752500,habitat_coastal,demersal,70,NA,7362.777276,0.805877969,3.47,Actinopteri,LC,0.060991803,0.060991803,69.37218463,0.014020895,3.954427898,NA,0.157465744,36.09335894,NA
Pomadasys jubelini,Haemulidae,640000,habitat_coastal,demersal,60,NA,9092.602815,0.753408033,3.388971781,Actinopteri,LC,0.029410133,0.029410133,69.37218463,0.020686774,0.419377278,NA,0.081738893,34.11525425,NA
Pomadasys kaakan,Haemulidae,10845000,habitat_coastal,reef-associated,80,NA,103598.7719,0.626947046,3.510380605,Actinopteri,NA,0.3026,0.3026,220.625,0.027348309,8.5,NA,0.173038733,34.68298483,NA
