species,common_name,homerange,n_ind,kfin,r_fin,iucn_category,length,diet_troph3,Class,demers_pelag,family,movement_keyword,geog_range,m_fin
Psenopsis anomala,NA,NA,NA,43667.439934094335,0.7020699186,LC,30,4.014966329411927,Actinopteri,benthopelagic,Centrolophidae,habitat_coastal,1332500,2
Psettichthys melanostictus,NA,NA,NA,363.8121530083963,0.3060590447,NA,63,4.071011888077874,Actinopteri,demersal,Pleuronectidae,habitat_benthic,1187500,2
Psettodes erumei,NA,NA,NA,81476.74489680654,0.8550804047,NA,64,4.39,Actinopteri,demersal,Psettodidae,habitat_benthic,3950000,2
Pseudocyttus maculatus,NA,NA,NA,45282.659272372235,0.1098838058,DD,68,3.6786929774162465,Actinopteri,bathydemersal,Oreosomatidae,habitat_deep,2850000,2
Pseudopercis semifasciata,NA,NA,NA,14767.713107058687,0.636895363,NA,100,3.9028752120800334,Actinopteri,demersal,Pinguipedidae,habitat_benthic,700000,2
Pseudophycis bachus,NA,NA,NA,135606.8150240562,0.2014825287,NA,90,3.93,Actinopteri,demersal,Moridae,habitat_benthic,1075000,2
Pseudopleuronectes americanus,NA,NA,NA,48209.724205089755,0.3072234958,NA,64,3.62,Actinopteri,demersal,Pleuronectidae,habitat_benthic,760000,2
Pseudopleuronectes herzensteini,NA,NA,NA,114429.61264918499,0.483128298,NA,50,3.465,Actinopteri,demersal,Pleuronectidae,habitat_benthic,427500,2
Pseudotolithus elongatus,NA,NA,NA,144262.61312412022,0.2628005079,LC,47,4.071011888077874,Actinopteri,demersal,Sciaenidae,habitat_coastal,320000,2
Pseudotolithus senegalensis,NA,NA,NA,34442.69003109382,0.4770746996,EN,114,3.8188068740811136,Actinopteri,demersal,Sciaenidae,habitat_coastal,542500,2
Pseudotolithus senegallus,NA,NA,NA,8299.897352262822,0.4538957339,VU,230,3.912216138524358,Actinopteri,demersal,Sciaenidae,habitat_coastal,590000,2
Pseudupeneus prayensis,NA,NA,NA,12069.899798285072,0.8972458911,VU,55,3.3050559196432676,Actinopteri,demersal,Mullidae,habitat_benthic,652500,2
Pterogymnus laniarius,NA,NA,NA,11543.006861008736,0.38424962,LC,45,3.6319883451946238,Actinopteri,benthopelagic,Sparidae,habitat_reef,180000,2
Pteroscion peli,NA,NA,NA,7736.777155649939,0.6246151211,LC,32,3.6039655658616505,Actinopteri,benthopelagic,Sciaenidae,habitat_benthic,585000,2
Rachycentron canadum,NA,NA,NA,58777.77515269999,0.4438852599,LC,200,3.96,Actinopteri,reef-associated,Rachycentridae,hms,15987500,3
Raja clavata,NA,NA,NA,46920.39470601548,0.06570106708,NT,105,3.84,Elasmobranchii,demersal,Rajidae,habitat_benthic,3877500,2
Rastrelliger brachysoma,NA,NA,NA,924370.2657284398,1.171892667,DD,34.5,2.819327744538395,Actinopteri,pelagic-neritic,Scombridae,pelagic,8362500,3
Reinhardtius hippoglossoides,NA,NA,NA,307787.8214796407,0.1715916363,NA,110,4.38,Actinopteri,benthopelagic,Pleuronectidae,habitat_benthic,4170000,2
Rexea solandri,NA,NA,NA,17719.106378729786,0.2349130506,NA,110,4.304535049185986,Actinopteri,benthopelagic,Gempylidae,migratory,1292500,2
Rhabdosargus globiceps,NA,NA,NA,452.49673040557786,0.4411788784,VU,65,3.04,Actinopteri,benthopelagic,Sparidae,habitat_reef,235000,2
Rhabdosargus haffara,NA,NA,NA,9449.676743839,0.5607645789,LC,35,3.5479200071957036,Actinopteri,reef-associated,Sparidae,habitat_reef,992500,2
Rhomboplites aurorubens,NA,NA,NA,22238.145689142457,0.3927965093,VU,60,4.36,Actinopteri,demersal,Lutjanidae,habitat_reef,3140000,2
Rhynchobatus australiae,NA,NA,NA,20942.807355574565,0.2048109371,VU,124,3.5852837129730015,Elasmobranchii,demersal,Rhinidae,habitat_benthic,7867500,2
Rhynchobatus djiddensis,NA,NA,NA,834.7991685449888,0.2048109371,VU,310,3.6,Elasmobranchii,reef-associated,Rhinidae,habitat_benthic,2387500,2
Ruvettus pretiosus,NA,NA,NA,59440.9621761442,0.4159568603,LC,300,4.183103005409768,Actinopteri,benthopelagic,Gempylidae,migratory,13672500,3
Salilota australis,NA,NA,NA,96078.23776901417,0.246865935,NA,50,4.41,Actinopteri,demersal,Moridae,deep,1077500,3
Salmo salar,NA,NA,NA,9019.125512094592,0.7296281653,LC,150,4.5,Actinopteri,benthopelagic,Salmonidae,migratory,3572500,3
Salvelinus alpinus,NA,NA,NA,1393.1999999999998,0.2,NA,107,4.39,Actinopteri,benthopelagic,Salmonidae,migratory,5825000,3
Sarda chiliensis,NA,NA,NA,271116.5088733599,0.4741686758,NA,102,4.49,Actinopteri,pelagic-neritic,Scombridae,pelagic,307500,3
Sarda orientalis,NA,NA,NA,4837.017877595301,0.3409092217,LC,102,4.211125820375548,Actinopteri,pelagic-neritic,Scombridae,pelagic,14075000,3
Sarda sarda,NA,NA,NA,139718.15705515287,0.7030093874,LC,91.4000015258789,4.5,Actinopteri,pelagic-neritic,Scombridae,hms,6197500,3
Sardina pilchardus,NA,NA,NA,909343.101910535,0.5277279218,LC,27.5,3.06,Actinopteri,pelagic-neritic,Clupeidae,pelagic,2405000,3
Sardinella aurita,NA,NA,NA,207074.70245357184,0.6742925927,LC,41,3.4,Actinopteri,pelagic-neritic,Clupeidae,habitat_coastal,5502500,2
Sardinella brasiliensis,NA,NA,NA,249674.39612561456,0.7882122118,DD,27,3.1742829494227247,Actinopteri,pelagic-neritic,Clupeidae,habitat_coastal,2745000,2
Sardinella gibbosa,NA,NA,NA,582774.7402393757,1.234370494,LC,29.600000381469727,2.940759788314613,Actinopteri,pelagic-neritic,Clupeidae,habitat_coastal,11190000,2
Sardinella lemuru,NA,NA,NA,119056.72275572724,1.196835699,NT,23,2.5951455098746075,Actinopteri,pelagic-neritic,Clupeidae,habitat_coastal,6505000,2
Sardinella longiceps,NA,NA,NA,1566716.714361487,1.069202758,LC,23,2.529759104938151,Actinopteri,pelagic-neritic,Clupeidae,migratory,567500,3
Sardinella maderensis,NA,NA,NA,752685.4111251774,0.8108882024,VU,30,3.2676922138659696,Actinopteri,pelagic,Clupeidae,migratory,1292500,3
Sardinella zunasi,NA,NA,NA,13365.105939819403,0.9384715734,LC,18,3.17,Actinopteri,pelagic-neritic,Clupeidae,habitat_coastal,567500,2
Sardinops sagax,NA,NA,NA,6612312.474791046,0.3485852335,LC,39.5,2.84,Actinopteri,pelagic-neritic,Clupeidae,migratory,7210000,3
Sargocentron spiniferum,NA,NA,NA,134.95470381242433,1.094233812,LC,51,3.6,Actinopteri,reef-associated,Holocentridae,habitat_reef,11040000,2
Saurida tumbil,NA,NA,NA,158872.8114722156,0.4760430139,LC,60,4.4,Actinopteri,reef-associated,Synodontidae,habitat_benthic,11872500,2
Saurida undosquamis,NA,NA,NA,839.2921650013177,0.5935382466,LC,50,4.46,Actinopteri,reef-associated,Synodontidae,habitat_benthic,6290000,2
Scarus ghobban,NA,NA,NA,350.92462992694,0.5728409546,LC,75,2,Actinopteri,reef-associated,Scaridae,habitat_reef,12940000,2
Scarus persicus,NA,NA,NA,725.8477905364185,0.6197332359,LC,50,2.003846153846154,Actinopteri,benthopelagic,Scaridae,habitat_reef,662500,2
Sciaenops ocellatus,NA,NA,NA,55.282501631207474,0.3472346481,LC,155,3.7721022418594914,Actinopteri,demersal,Sciaenidae,habitat_benthic,987500,2
Scolopsis taeniata,NA,NA,NA,1097.3476357075044,1.10849102,NA,36,3.48,Actinopteri,reef-associated,Nemipteridae,habitat_reef,1430000,2
Scomber australasicus,NA,NA,NA,565948.6281008193,0.5714487306,LC,44,4.23,Actinopteri,pelagic-neritic,Scombridae,hms,6165000,3
Scomber japonicus,NA,NA,NA,5259513.121755151,0.3977304197,LC,64,3.38,Actinopteri,pelagic-neritic,Scombridae,hms,6372500,3
Scomber scombrus,NA,NA,NA,3765502.186793366,0.2710951535,LC,60,3.63,Actinopteri,pelagic-neritic,Scombridae,hms,2945000,3
Scomberesox saurus,NA,NA,NA,15045.827037530808,0.6342686232,NA,50,3.91,Actinopteri,pelagic-oceanic,Scomberesocidae,pelagic,23045000,3
Scomberoides commersonnianus,NA,NA,NA,22678.462619167753,0.9110243647,LC,120,4.351239681407609,Actinopteri,reef-associated,Carangidae,habitat_reef,10520000,2
Scomberoides lysan,NA,NA,NA,9.175311382298938,0.8605702489,LC,110,4.052329999556419,Actinopteri,reef-associated,Carangidae,habitat_reef,11030000,2
Scomberoides tol,NA,NA,NA,279.93982365551983,0.9110243647,LC,60,4.11,Actinopteri,reef-associated,Carangidae,habitat_reef,11720000,2
Scomberomorus brasiliensis,NA,NA,NA,43179.649220926935,0.4946214336,LC,125,3.31,Actinopteri,reef-associated,Scombridae,habitat_coastal,1760000,2
Scomberomorus cavalla,NA,NA,NA,42236.37570465762,0.4229760766,LC,184,4.42,Actinopteri,pelagic-neritic,Scombridae,hms,2745000,3
Scomberomorus commerson,NA,NA,NA,2482310.5456862664,0.543282813,NT,240,4.5,Actinopteri,pelagic-neritic,Scombridae,hms,11710000,3
Scomberomorus guttatus,NA,NA,NA,326872.9663703917,0.5003105941,DD,76,4.276512269853013,Actinopteri,pelagic-neritic,Scombridae,hms,6332500,3
Scomberomorus lineolatus,NA,NA,NA,1908.8351011931825,0.2978905824,LC,94,4.4820126516281515,Actinopteri,pelagic-neritic,Scombridae,pelagic,3632500,3
Scomberomorus maculatus,NA,NA,NA,23170.024141511498,0.5527061155,LC,91,4.53,Actinopteri,pelagic-neritic,Scombridae,hms,832500,3
Scomberomorus niphonius,NA,NA,NA,242238.41582558717,0.5257028022,DD,113.19999694824219,4.5,Actinopteri,pelagic-neritic,Scombridae,hms,1432500,3
Scomberomorus regalis,NA,NA,NA,2229.3895503266654,0.602525476,LC,183,4.51,Actinopteri,reef-associated,Scombridae,pelagic,2657500,3
Scomberomorus sierra,NA,NA,NA,48802.96067467297,0.6255143454,LC,99,4.49,Actinopteri,pelagic-neritic,Scombridae,pelagic,742500,3
Scomberomorus tritor,NA,NA,NA,12151.332502660747,1.01040211,LC,100,4.42,Actinopteri,pelagic-neritic,Scombridae,pelagic,567500,3
Scophthalmus aquosus,NA,NA,NA,2809.5478512055547,0.5919884367,NA,45.70000076293945,3.72,Actinopteri,demersal,Scophthalmidae,habitat_benthic,307500,2
Scophthalmus maximus,NA,NA,NA,62251.19120500022,0.444655202,NA,100,4.36,Actinopteri,demersal,Scophthalmidae,habitat_benthic,1410000,2
Scophthalmus rhombus,NA,NA,NA,9133.3210804166265,0.8373598095,NA,75,4.42,Actinopteri,demersal,Scophthalmidae,habitat_benthic,2545000,2
Scyliorhinus stellaris,NA,NA,NA,4570.817084249642,0.1652798583,NT,170,4.03,Elasmobranchii,reef-associated,Scyliorhinidae,habitat_benthic,3130000,2
Sebastes aleutianus,NA,NA,NA,64222.26283124958,0.03830607602,NA,97,3.52,Actinopteri,bathydemersal,Sebastidae,habitat_benthic,1802500,2
Sebastes alutus,NA,NA,NA,691016.9390704945,0.04827910026,NA,53,3.48,Actinopteri,bathydemersal,Sebastidae,habitat_benthic,1702500,2
Sebastes carnatus,NA,NA,NA,2351.4256345797717,0.08590533208,NA,39,3.6600111245275975,Actinopteri,demersal,Sebastidae,territorial,112500,1
Sebastes chlorostictus,NA,NA,NA,1780.2542593155101,0.08590533208,NA,50,3.764736842105263,Actinopteri,demersal,Sebastidae,habitat_benthic,172500,2
Sebastes crameri,NA,NA,NA,29240.00377813338,0.05294116963,NA,58,3.764736842105263,Actinopteri,bathydemersal,Sebastidae,habitat_benthic,1632500,2
Sebastes diploproa,NA,NA,NA,29520.868362843074,0.08590533208,NA,46,3.764736842105263,Actinopteri,bathydemersal,Sebastidae,habitat_benthic,647500,2
Sebastes elongatus,NA,NA,NA,17439.05776057721,0.09209213147,NA,39,3.764736842105263,Actinopteri,demersal,Sebastidae,habitat_benthic,492500,2
Sebastes entomelas,NA,NA,NA,127872.2022722667,0.08590533208,NA,60,3.7,Actinopteri,pelagic-neritic,Sebastidae,habitat_reef,927500,2
Sebastes flavidus,NA,NA,NA,159936.5520762081,0.05852320735,NA,66,4.15,Actinopteri,reef-associated,Sebastidae,habitat_reef,622500,2
Sebastes goodei,NA,NA,NA,46512.241160569494,0.09305077313,NA,56,3.5105563014184056,Actinopteri,demersal,Sebastidae,habitat_reef,185000,2
Sebastes jordani,NA,NA,NA,39338.64790151165,0.096107777,NA,32,3.2676922138659696,Actinopteri,demersal,Sebastidae,habitat_benthic,340000,2
Sebastes melanostomus,NA,NA,NA,7727.497921260854,0.05745714907,NA,61,3.764736842105263,Actinopteri,bathydemersal,Sebastidae,habitat_deep,207500,2
Sebastes norvegicus,NA,NA,NA,478637.302448847,0.057488971,NA,100,4.052330035189225,Actinopteri,pelagic-oceanic,Sebastidae,habitat_benthic,9940000,2
Sebastes paucispinis,NA,NA,NA,15963.778874564388,0.1060734646,NA,91,3.557260933640028,Actinopteri,reef-associated,Sebastidae,habitat_reef,732500,2
Sebastes pinniger,NA,NA,NA,51977.331950530264,0.03890906396,NA,76,3.828147800525438,Actinopteri,demersal,Sebastidae,habitat_reef,487500,2
Sebastes polyspinis,NA,NA,NA,345574.1273820254,0.05019432781,NA,41,3.42,Actinopteri,demersal,Sebastidae,habitat_benthic,1407500,2
Sebastes ruberrimus,NA,NA,NA,2339.3147916552734,0.03590795061,NA,104,4.43,Actinopteri,reef-associated,Sebastidae,habitat_reef,820000,2
Sebastes rufus,NA,NA,NA,14326.258570933634,0.08590533208,NA,54,3.764736842105263,Actinopteri,demersal,Sebastidae,habitat_benthic,112500,2
Sebastes variabilis,NA,NA,NA,66182.62795665773,0.08341472937,NA,43.08000183105469,3.764736842105263,Actinopteri,demersal,Sebastidae,habitat_benthic,2635000,2
Sebastolobus alascanus,NA,NA,NA,63731.52318629615,0.05397642843,EN,80,3.62,Actinopteri,demersal,Sebastidae,habitat_benthic,2282500,2
Sebastolobus altivelis,NA,NA,NA,53498.101670578595,0.09454541081,NA,39,3.62,Actinopteri,bathydemersal,Sebastidae,habitat_deep,1000000,2
Selar crumenophthalmus,NA,NA,NA,368036.9040096239,1.355871747,LC,70,3.81,Actinopteri,reef-associated,Carangidae,pelagic,19110000,3
Selaroides leptolepis,NA,NA,NA,374978.5489692503,1.611950512,LC,22,3.84,Actinopteri,reef-associated,Carangidae,habitat_coastal,8477500,2
Selene dorsalis,NA,NA,NA,20264.774476131235,0.6549165408,LC,40,4.089693740966523,Actinopteri,demersal,Carangidae,habitat_coastal,612500,2
Selene peruviana,NA,NA,NA,121.88864162548643,0.8824776334,LC,40,4.26,Actinopteri,benthopelagic,Carangidae,habitat_coastal,720000,2
Selene setapinnis,NA,NA,NA,11454.456380737562,0.8953283909,LC,60,3.7534203889708424,Actinopteri,benthopelagic,Carangidae,habitat_coastal,3615000,2
Seriola dumerili,NA,NA,NA,12812.999147489043,0.450960773,LC,190,4.5,Actinopteri,reef-associated,Carangidae,habitat_reef,21225000,2
Seriola lalandi,NA,NA,NA,3829.661199006756,0.4344843874,LC,250,4.16,Actinopteri,benthopelagic,Carangidae,habitat_reef,18980000,2
Seriola rivoliana,NA,NA,NA,58.95087627058544,0.5058448981,LC,160,4.45,Actinopteri,reef-associated,Carangidae,pelagic,19202500,3
Seriolella brama,NA,NA,NA,3432.7509271642766,0.2502598955,NA,76,3.7627613154151667,Actinopteri,benthopelagic,Centrolophidae,habitat_coastal,1212500,2
Seriolella caerulea,NA,NA,NA,24687.538432762707,0.3323385206,LC,65,3.2676922138659696,Actinopteri,pelagic-neritic,Centrolophidae,habitat_coastal,1385000,2
Seriolella porosa,NA,NA,NA,63803.72084340689,0.3190654672,NA,44,3.454510742752459,Actinopteri,benthopelagic,Centrolophidae,habitat_coastal,62500,2
Seriolella punctata,NA,NA,NA,87626.04898765677,0.2612178258,NA,66,3.575942786528677,Actinopteri,benthopelagic,Centrolophidae,migratory,1765000,3
Seriolina nigrofasciata,NA,NA,NA,7364.200794492947,0.934625792,LC,70,4.173762078965444,Actinopteri,reef-associated,Carangidae,habitat_reef,11355000,2
Sillago sihama,NA,NA,NA,3527.9090010298664,0.7128324453,LC,31,3.33,Actinopteri,reef-associated,Sillaginidae,habitat_coastal,9625000,2
Solea solea,NA,NA,NA,164180.23103109017,0.3142433512,DD,70,3.21,Actinopteri,demersal,Soleidae,habitat_benthic,1462500,2
Sphyraena jello,NA,NA,NA,1405.5941276179155,0.5976205958,NA,150,4.5,Actinopteri,reef-associated,Sphyraenidae,habitat_coastal,12932500,2
Sphyraena obtusata,NA,NA,NA,272.2131650623023,0.6811573568,NA,55,4.5,Actinopteri,reef-associated,Sphyraenidae,habitat_coastal,13422500,2
Sphyraena sphyraena,NA,NA,NA,355.46222561351243,0.4889183364,LC,165,4.052330035189225,Actinopteri,pelagic-neritic,Sphyraenidae,habitat_coastal,2112500,2
Sphyrna lewini,NA,NA,NA,1665.9511757108705,0.06019624192,EN,430,4.08,Elasmobranchii,pelagic-oceanic,Sphyrnidae,migratory,154935000,3
Sphyrna zygaena,NA,NA,NA,782.1340932443321,0.1145379044,VU,500,4.94,Elasmobranchii,pelagic-oceanic,Sphyrnidae,migratory,186642500,3
Spicara maena,NA,NA,NA,2117.4460453069946,0.6607016047,LC,25,4.15,Actinopteri,pelagic-neritic,Sparidae,habitat_coastal,1555000,2
Spondyliosoma cantharus,NA,NA,NA,62479.581659343385,0.3950532213,LC,60,3.34,Actinopteri,benthopelagic,Sparidae,habitat_reef,3510000,2
Sprattus fuegensis,NA,NA,NA,12980.053443387129,0.5934715164,LC,18,2.7072366272065014,Actinopteri,pelagic-neritic,Clupeidae,habitat_coastal,282500,2
Sprattus sprattus,NA,NA,NA,399549.1026644809,0.4755668821,LC,16,3.0902146114238045,Actinopteri,pelagic-neritic,Clupeidae,migratory,1992500,3
Squalus acanthias,NA,NA,NA,1203407.4228032152,0.04439948302,VU,160,4.37,Elasmobranchii,benthopelagic,Squalidae,migratory,7900000,3
Squalus suckleyi,NA,NA,NA,71183.02318574648,0.02382590573,LC,140,4.244,Elasmobranchii,benthopelagic,Squalidae,migratory,2047500,3
Squatina argentina,NA,NA,NA,279970.9344182954,0.1005865986,EN,170,4.11,Elasmobranchii,demersal,Squatinidae,habitat_benthic,380000,2
Squatina californica,NA,NA,NA,8857.049935169081,0.07555337329,NT,152,4.14,Elasmobranchii,demersal,Squatinidae,habitat_benthic,415000,2
Stenotomus chrysops,NA,NA,NA,134258.10627475003,0.3475292427,NT,46,3.82,Actinopteri,demersal,Sparidae,habitat_reef,602500,2
Stephanolepis cirrhifer,NA,NA,NA,270394.6900142482,0.842910887,LC,30,2.9314188618702883,Actinopteri,demersal,Monacanthidae,habitat_coastal,242500,2
Stereolepis gigas,NA,NA,NA,33.70154284858691,0.2784442256,CR,250,4.4820126516281515,Actinopteri,demersal,Polyprionidae,habitat_benthic,632500,2
Stromateus fiatola,NA,NA,NA,9289.59946625578,0.8387969824,LC,50,4.0429891087449015,Actinopteri,benthopelagic,Stromateidae,pelagic,1900000,3
Tautoga onitis,NA,NA,NA,859.9392304934872,0.359313762,VU,91,3.379783268840452,Actinopteri,reef-associated,Labridae,habitat_coastal,415000,2
Tautogolabrus adspersus,NA,NA,NA,17.04358746962112,0.5421393833,LC,38,3.72,Actinopteri,reef-associated,Labridae,habitat_coastal,990000,2
Tenualosa ilisha,NA,NA,NA,1062830.6593823752,1.644075154,LC,60,2.978123494091911,Actinopteri,pelagic-neritic,Clupeidae,migratory,1715000,3
Tenualosa toli,NA,NA,NA,7197.743231247338,2.001580709,VU,60,2.5951455098746075,Actinopteri,pelagic-neritic,Clupeidae,habitat_coastal,2412500,2
Tetrapturus angustirostris,NA,NA,NA,422.4151485054658,0.48980251,DD,230,4.4820126516281515,Actinopteri,pelagic-oceanic,Istiophoridae,hms,156842500,3
Tetrapturus belone,NA,NA,NA,36.22684579546152,0.48980251,LC,240,4.341898754963284,Actinopteri,pelagic-oceanic,Istiophoridae,hms,2882500,3
Tetrapturus pfluegeri,NA,NA,NA,882.5026233532368,0.48980251,LC,254,4.4,Actinopteri,pelagic-oceanic,Istiophoridae,hms,40682500,3
Thunnus alalunga,NA,NA,NA,1496373.191530863,0.1393771315,NT,140,4.3,Actinopteri,pelagic-oceanic,Scombridae,hms,214395000,3
Thunnus atlanticus,NA,NA,NA,21204.6150432288,0.4114649562,LC,107.94999694824219,4.35,Actinopteri,pelagic-oceanic,Scombridae,hms,17285000,3
Thunnus maccoyii,NA,NA,NA,678424.4268565642,0.1018450947,CR,245,3.9495799066590673,Actinopteri,pelagic-oceanic,Scombridae,hms,81205000,3
Thunnus obesus,NA,NA,NA,2522991.786520502,0.2363462564,VU,250,4.49,Actinopteri,pelagic-oceanic,Scombridae,pelagic,492747500,3
Thunnus thynnus,NA,NA,NA,893507.9524669491,0.08176428773,EN,458,4.45,Actinopteri,pelagic-oceanic,Scombridae,pelagic,59672500,3
Thunnus tonggol,NA,NA,NA,4937248.325174786,0.2217748138,DD,144.98300170898437,4.5,Actinopteri,pelagic-neritic,Scombridae,pelagic,13385000,3
Thyrsites atun,NA,NA,NA,709214.8871950851,0.3490627516,NA,200,3.63,Actinopteri,benthopelagic,Gempylidae,habitat_coastal,2655000,2
Trachinotus blochii,NA,NA,NA,91.99897650011496,0.8428354635,LC,110,3.7721022418594914,Actinopteri,reef-associated,Carangidae,habitat_reef,9000000,2
Trachinotus carolinus,NA,NA,NA,882.2125221360004,0.8428354635,LC,64,3.5,Actinopteri,benthopelagic,Carangidae,habitat_coastal,2425000,2
Trachinotus mookalee,NA,NA,NA,485.22400600197335,0.8428354635,LC,90,3.94,Actinopteri,demersal,Carangidae,habitat_coastal,4482500,2
Trachinus draco,NA,NA,NA,3639.605606778412,0.6301792688,LC,53,4.183103005409768,Actinopteri,demersal,Trachinidae,habitat_benthic,2867500,2
Trachipterus arcticus,NA,NA,NA,10.934250391818253,0.142305137,NA,300,4.4820126516281515,Actinopteri,bathypelagic,Trachipteridae,habitat_deep,10997500,2
Trachurus capensis,NA,NA,NA,2291234.8414054587,0.28187887,LC,60,3.5198972278627303,Actinopteri,pelagic-neritic,Carangidae,pelagic,510000,3
Trachurus declivis,NA,NA,NA,147861.15782026344,0.2896134768,LC,64,3.949579844301656,Actinopteri,benthopelagic,Carangidae,pelagic,1517500,3
Trachurus japonicus,NA,NA,NA,1673773.1320826542,0.601339121,NT,50,3.454510742752459,Actinopteri,pelagic-neritic,Carangidae,pelagic,525000,3
Trachurus lathami,NA,NA,NA,4045.653756093271,0.7040503641,LC,40,3.99,Actinopteri,reef-associated,Carangidae,pelagic,2837500,3
Trachurus mediterraneus,NA,NA,NA,196943.50021202175,0.3929460374,LC,60,3.77,Actinopteri,pelagic-oceanic,Carangidae,pelagic,2082500,3
Trachurus murphyi,NA,NA,NA,10384286.665905619,0.2467725956,DD,70,3.33,Actinopteri,pelagic-oceanic,Carangidae,pelagic,6805000,3
Trachurus symmetricus,NA,NA,NA,97859.78073388585,0.2383762954,LC,81,3.57,Actinopteri,pelagic-oceanic,Carangidae,pelagic,12545000,3
Trachurus trachurus,NA,NA,NA,16544709.446704255,0.4124449926,VU,70,3.71,Actinopteri,pelagic-neritic,Carangidae,pelagic,217500,3
Trachurus trecae,NA,NA,NA,3004486.970255171,0.4787312324,LC,35,3.5385790807513793,Actinopteri,benthopelagic,Carangidae,pelagic,730000,3
Tragulichthys jaculiferus,NA,NA,NA,36.21666769548345,0.8240404736,NA,30,3.5479200071957036,Actinopteri,reef-associated,Diodontidae,habitat_benthic,1675000,2
Trichiurus lepturus,NA,NA,NA,25390267.522178132,0.5832800222,LC,234,4.42,Actinopteri,benthopelagic,Trichiuridae,habitat_coastal,17082500,2
Trisopterus esmarkii,NA,NA,NA,499895.1944508846,0.6157875279,LC,35,3.24,Actinopteri,benthopelagic,Gadidae,migratory,1107500,3
Trisopterus luscus,NA,NA,NA,61292.12744787298,0.8805530212,NA,46,3.73,Actinopteri,benthopelagic,Gadidae,habitat_coastal,1130000,2
Trisopterus minutus,NA,NA,NA,6807.2938397552625,0.7092609947,NA,40,3.73,Actinopteri,benthopelagic,Gadidae,habitat_benthic,1602500,2
Tylosurus crocodilus,NA,NA,NA,353.3717565828922,0.6964110612,NA,150,4.43,Actinopteri,reef-associated,Belonidae,habitat_coastal,12982500,2
Umbrina canariensis,NA,NA,NA,11581.93929399558,0.3787959761,LC,80,3.426487963419486,Actinopteri,demersal,Sciaenidae,habitat_benthic,2567500,2
Umbrina canosai,NA,NA,NA,56568.85569378843,0.6805250615,NA,40,3.87485243274706,Actinopteri,demersal,Sciaenidae,habitat_benthic,347500,2
Umbrina cirrosa,NA,NA,NA,3945.8454898978407,0.4341112708,NA,73,3.4638516691967838,Actinopteri,demersal,Sciaenidae,habitat_reef,1472500,2
Uranoscopus scaber,NA,NA,NA,1454.4220552046127,0.6446959441,LC,40,4.369921534296258,Actinopteri,demersal,Uranoscopidae,sedentary,2260000,1
Urophycis brasiliensis,NA,NA,NA,23685.99794913223,0.3751318403,NA,52.20000076293945,3.9589207707459804,Actinopteri,demersal,Phycidae,habitat_benthic,62500,2
Urophycis chuss,NA,NA,NA,132954.9807716757,0.3035542991,NA,66,3.72,Actinopteri,demersal,Phycidae,migratory,492500,3
Urophycis tenuis,NA,NA,NA,65329.05887707944,0.1783347457,NA,133,4.27,Actinopteri,demersal,Phycidae,migratory,565000,3
Variola louti,NA,NA,NA,3312.0796111096734,0.375052579,LC,83,4.33,Actinopteri,reef-associated,Serranidae,habitat_reef,12655000,2
Xiphias gladius,NA,NA,NA,229574.404990167,0.3155498193,LC,455,4.53,Actinopteri,pelagic-oceanic,Xiphiidae,hms,266090000,3
Zenopsis conchifer,NA,NA,NA,3095.4152584355575,0.2463721137,LC,80,4.5,Actinopteri,benthopelagic,Zeidae,habitat_reef,8547500,2
Zenopsis nebulosa,NA,NA,NA,18348.48763270124,0.198679481,NA,70,4.3792624607405815,Actinopteri,benthopelagic,Zeidae,deep,6145000,3
Zeus faber,NA,NA,NA,218388.05056056756,0.2135777845,DD,90,4.5,Actinopteri,benthopelagic,Zeidae,habitat_reef,10750000,2
Zoarces viviparus,NA,NA,NA,431.8090903800494,0.3307387528,NA,52,3.5198972278627303,Actinopteri,demersal,Zoarcidae,sedentary,927500,1
